ID,SymbolValue,XCoord,YCoord,Month,Day,Year,Title of Plaque,Brochure Description,Image name associated,Categories (separated by #),Picture of actual plaque (link to dropbox),Historic picture of parade/event (link to dropbox)
coh2-7-1947,Canyon of Hero Marker,40.7066002,-74.0127029,2,7,1947,HAROLD ALEXANDER# VISCOUNT OF TUNIS# FIELD MARSHAL OF THE BRITISH ARMIES IN WORLD WAR II# AND GOVERNOR GENERAL OF CANADA,The field marshal's uniform displayed ten rows of ribbons# testimony to his exceptional military career in two world wars. In the first# he led his men into combat against the enemy. During the second# he directed heroic retreats in Burma and Dunkirk# fought in North Africa# and served as the supreme commander of Allied Forces in the Mediterranean.,,foreigndignitaries# military,,
coh5-2-1947,Canyon of Hero Marker,40.7066994,-74.0127029,5,2,1947,MIGUEL ALEMAN# PRESIDENT OF MEXICO,The son of a famous guerrilla leader# Aleman had become a wealthy labor lawyer by the time of his 1946 election to the presidency. He bought his suits in Hollywood# his Rolls-Royces in Britain# and on the weekends# flew his DC-3 plane to the beaches of Acapulco.,063.tif,foreigndignitaries,,
coh6-9-1947,Canyon of Hero Marker,40.7066002,-74.0124969,6,9,1947,WILLIE TURNESA# BRITISH AMATEUR GOLF CHAMPION# AND FELLOW MEMBERS OF THE VICTORIOUS AMERICAN WALKER CUP TEAM,Born in White Plains# New York# Willie Turnesa was one of seven golf-playing brothers# and the only one who never became a professional golfer.,,sports,,
coh11-5-1947,Canyon of Hero Marker,40.7066994,-74.0124969,11,5,1947,OFFICERS AND CREW OF THE FRENCH WARSHIP GEORGES LEYGUES FOR BRINGING RARE FRENCH TAPESTRIES FOR EXHIBITION AT THE METROPOLITAN MUSEUM OF ART,"Mayor William O'Dwyer remarked that the exhibition ""will contribute immensely to the realization that France remains the great bastion of Western European culture that she has always been.""",,foreigndignitaries# ushistory, ,
coh11-18-1947,Canyon of Hero Marker,40.7066994,-74.0124969,11,18,1947,FRIENDSHIP TRAIN BEARING GIFTS AND SUPPLIES FROM THE UNITED STATES TO EUROPE,Newspaper columnist Drew Pearson conceived the idea of the Friendship Train# which collected food from Americans to help war-ravaged Europe. It eventually grew to 500 cars in length# carrying 11#000 tons of food from around the country.,066.tif# 066(Pearson).tif,ushistory,,
coh3-9-1948,Canyon of Hero Marker,40.7066994,-74.0124969,3,9,1948,EAMON DE VALERA# FORMER PRIME MINISTER OF IRELAND,Born in New York City in 1882 and raised in Ireland# DeValera hoped to be the Irish leader who would one day come to the U.S. to announce that all of Ireland was united and free. He died in 1975# with the cause to which he devoted his life still elusive.,067.tif,foreigndignitaries,,
coh7-7-1948,Canyon of Hero Marker,40.7069016,-74.0124969,7,7,1948,RÓMULO GALLEGOS# PRESIDENT OF VENEZUELA,Gallegos# a popular novelist# held office only a few months before being overthrown by a reactionary military coup.,068.tif,foreigndignitaries,,
coh2-3-1949,Canyon of Hero Marker,40.7070007,-74.0122986,2,3,1949,FRENCH GRATITUDE TRAIN BEARING GIFTS FROM FRANCE TO THE UNITED STATES IN APPRECIATION OF THE FRIENDSHIP TRAIN,"France sent the 49-car train (one car for each state# plus the District of Columbia) as a ""thank you"" for the Friendship Train (see no. 66). Originally used to carry American soldiers to the front during World War I# the boxcars contained gifts# including dishes# clothing# rare paintings# and books. At the City Hall ceremony following the parade# Mayor O'Dwyer presented Drew Pearson# originator of the Friendship Train# with the city's certificate for distinguished and exceptional public service.",069.tif,ushistory,,
coh5-19-1949,Canyon of Hero Marker,40.7070999,-74.0121994,5,19,1949,GEN. LUCIUS D. CLAY# MILITARY GOVERNOR OF GERMANY AND COMMANDER OF THE BERLIN AIRLIFT,Isolated within Soviet-controlled East Germany and partitioned into Allied and Soviet sectors# post-war Berlin was the focus of continuing Cold War confrontations. In 1948# the Soviet Union attempted to drive the Allies from the city by imposing a blockade of all land and water communications between West Berlin and West Germany. Led by General Clay# the U.S. military conducted a massive airlift that brought in 8#000 tons of food and fuel each day# keeping 2.5 million people alive for more than a year until the blockade was lifted.,070.tif,military,,
coh5-23-1949,Canyon of Hero Marker,40.7069016,-74.0124969,5,23,1949,EURICO GASPAR DUTRA# PRESIDENT OF BRAZIL,Dutra spearheaded the overthrow of Brazilian dictator Getulio Vargas in 1945# and served as president until Vargas returned to power in 1951.,071.tif,foreigndignitaries,,
coh8-11-1949,Canyon of Hero Marker,40.7070007,-74.0123978,8,11,1949,ELPIDIO QUIRINO# PRESIDENT OF THE PHILIPPINES,Quirino was a leader of the Filipino underground during World War II. His wife and three of his five children were killed by the Japanese invaders.,,foreigndignitaries,,
coh8-19-1949,Canyon of Hero Marker,40.7070999,-74.0122986,8,19,1949,CONNIE MACK ON HIS 50TH YEAR AS MANAGER OF THE PHILADELPHIA ATHLETICS BASEBALL TEAM,"The partisan crowd cheered wildly when a car in the motorcade carrying Joe DiMaggio and three other Yankee teammates passed by. ""Mr. Baseball#"" the 86-year-old Cornelius McGillicuddy# a.k.a. Connie Mack# received a polite welcome. At the City Hall ceremony# Mayor O'Dwyer informed the audience that ""Mr. Mack was once the person I hated most in the entire United States#"" recalling the Athletics' 1911 defeat of the New York Giants in the World Series.""But old wounds have healed#"" he concluded. O'Dwyer saluted the friendly rivalry between the New York and Philadelphia teams# and honored Connie Mack for his 66 years in organized baseball# noting that as athlete# manager# and owner# his life story was truly a history of the game.",073.tif,sports,,
coh9-16-1949,Canyon of Hero Marker,40.7071991,-74.0122986,9,16,1949,48 EUROPEAN JOURNALISTS IN CELEBRATION OF FREEDOM OF THE PRESS DAY DURING THEIR U.S. TOUR,"The newspapermen# from 14 European countries# were on a two-week junket to the U.S. to report firsthand on the American way of life. One of the journalists# Ralph Pride# editor of Scotland's Dundee Evening Telegraph and Post# thoughtfully sent Mayor O'Dwyer a copy of the article he wrote describing his impressions of the American character.""[He] is the most friendly and hospitable chap in the world… . He doesn't save money for his old age# but enjoys life as he goes… . He'sthe best-disciplined pedestrian in the world# crossing the street only on the green or the policeman's whistle. In short# he works hard# plays hard# and looks happy.""",074.tif,foreigndignitaries,,
coh10-4-1949,Canyon of Hero Marker,40.7070999,-74.0121994,10,4,1949,RAYMOND A. GARBARINA MEMORIAL POST 1523 FOR WINNING THE AMERICAN LEGION DRUM AND BUGLE CORPS NATIONAL CHAMPIONSHIP,The Post was named for Private Garbarina# killed in combat in Europe during World War II.,075.tif,military# ushistory,,
coh10-17-1949,Canyon of Hero Marker,40.7071991,-74.0121994,10,17,1949,JAWAHARLAL NEHRU# PRIME MINISTER OF INDIA,"Nehru was India's first prime minister after independence from Britain. At City Hall# Nehru said he was ""overwhelmed"" by his reception. ""The people along the street#"" he said# ""looked at me with friendly eyes and friendly faces. That means more to me than this ceremony."" His daughter Indira Gandhi accompanied him on the New York City trip. She would lead India from 1966 until her assassination in 1984.",076.tif,foreigndignitaries,,
coh11-21-1949,Canyon of Hero Marker,40.7070999,-74.0121002,11,21,1949,MOHAMMED REZA PAHLEVI# SHAH OF IRAN,The Shah ascended to the throne in 1941 and narrowly escaped assassination in 1949.,077.tif,foreigndignitaries,,
coh4-17-1950,Canyon of Hero Marker,40.7072983,-74.0121994,4,17,1950,GABRIEL GONZALEZ VIDELA# PRESIDENT OF CHILE,"Videla informed New York City reporters that the Communist Party in Chile was not a democratic political party# but rather ""an invisible army at the service of Russia's imperialism.""",078.tif,foreigndignitaries,,
coh4-28-1950,Canyon of Hero Marker,40.7071991,-74.0121002,4,28,1950,ADM. THOMAS C. KINKAID# HERO OF WORLD WAR II NAVAL BATTLES AND RETIRING COMMANDER OF THE NAVY'S EASTERN SEA FRONTIER AND THE ATLANTIC RESERVE FLEET,Kinkaid was made a full admiral in 1945 for his naval victories during World War II at Coral Sea# Midway# Guadalcanal# Kiska# New Guinea# and the Philippines.,079.tif,military,,
coh5-8-1950,Canyon of Hero Marker,40.7072983,-74.012001,5,8,1950,LIAQUAT ALI KHAN# PRIME MINISTER OF PAKISTAN,Khan served as Pakistan's first prime minister after partition from India. He was assassinated in 1951.,080.tif,foreigndignitaries,,
coh5-9-1950,Canyon of Hero Marker,40.7072983,-74.0121994,5,9,1950,FERNANDO CASAS ALEMAN# GOVERNOR OF MEXICO CITY FEDERAL DISTRICT,"The governor had a somewhat more interesting domestic life than the demure family photographs taken during his New York City visit would suggest. One of his mistresses# the 15-year old Irma Serrano# slashed Aleman in the face when she caught him with another woman. She went on to become a nightclub singer known as ""La Tigresa#"" and in 1995 was elected to the Mexican senate.",081.tif,foreigndignitaries,,
coh5-10-1950,Canyon of Hero Marker,40.7072983,-74.0121002,5,10,1950,TEN FOREIGN MAYORS ATTENDING THE 18TH ANNUAL U.S. CONFERENCE OF MAYORS,City Hall echoed with the sound of Mexican folk songs played by the Banda Tipica# a 46-member costumed band from Mexico City on hand to entertain the visiting dignitaries.,,foreigndignitaries,,
coh6-2-1950,Canyon of Hero Marker,40.7072983,-74.012001,6,2,1950,FOURTH MARINE DIVISION ASSOCIATION VETERANS OF PACIFIC BATTLES IN WORLD WAR II,"General Clifton B. Cates# commandant of the Marine Corps# used his speech at City Hall to answer critics who said the Marines had outlived their usefulness. ""The Marine Corps may look to the past for its inspiration#"" he said# ""but I can assure you it looks to the future for its justification.""",083.tif,military,,
coh8-4-1950,Canyon of Hero Marker,40.7074013,-74.0121002,8,4,1950,ROBERT GORDON MENZIES# PRIME MINISTER OF AUSTRALIA,In his post-parade remarks# Menzies promised that Australian soldiers would soon be fighting alongside the Americans in Korea. In the 1960s# he dispatched his troops to support the U.S. war effort in South Vietnam.,084.tif,foreigndignitaries,,
coh8-22-1950,Canyon of Hero Marker,40.7072983,-74.0119019,8,22,1950,LT. GEN. CLARENCE R. HUEBNER# COMMANDER OF U.S. ARMED FORCES IN EUROPE,General Huebner was the highest-ranking member of the First U.S. Infantry Division. Between World War I and II# the Division had its official home at Fort Hamilton in Brooklyn.,085.tif,military,,
coh8-31-1950,Canyon of Hero Marker,40.7074013,-74.0119019,8,31,1950,WILLIAM O'DWYER UPON HIS RESIGNATION AS MAYOR OF THE CITY OF NEW YORK,"The Daily News observed that the city gave a ""restrained adios"" to O'Dwyer as he left for Mexico and his post as the American ambassador. The reason for his abrupt resignation# only eight months into his second term as mayor# remained unstated# but in 1951 O'Dwyer appeared before the Kefauver Senate Crime Committee. Although never charged with wrongdoing# O'Dwyer apparently had had improper dealings with criminal elements while serving both as Kings County District Attorney and as mayor.",086.tif,ushistory# usleaders,,
coh4-3-1951,Canyon of Hero Marker,40.7075005,-74.0118027,4,3,1951,VINCENT AURIOL# PRESIDENT OF FRANCE,During World War II# Auriol worked in the French underground. The first president of the Fourth Republic# he served from 1947 to 1954.,087.tif,foreigndignitaries,,
coh4-20-1951,Canyon of Hero Marker,40.7075996,-74.012001,4,20,1951,GEN. DOUGLAS MACARTHUR,In one of the biggest ticker-tape parades in New York City history# an estimated 7.5 million spectators turned out to welcome home the five-star general after his sensational firing by President Truman. MacArthur was relieved of his command after calling for an escalation of the Korean War# an escalation that Truman believed risked touching off World War III.,088.tif,military,,
coh5-9-1951,Canyon of Hero Marker,40.7075005,-74.0118027,5,9,1951,DAVID BEN-GURION# PRIME MINISTER OF ISRAEL,The Zionist leader# Israel's first prime minister# governed from 1948 to 1953. The trip was a homecoming for Ben-Gurion's Brooklyn-born wife Paula Moonvess# and she received almost as much attention as he did.,089.tif,foreigndignitaries,,
coh5-24-1951,Canyon of Hero Marker,40.7075996,-74.0119019,5,24,1951,U.S. ARMY 4TH INFANTRY DIVISION# EIGHTH REGIMENTAL COMBAT TEAM: THE FIRST NATO TROOPS TO BE SENT OVERSEAS,There was little cheering along the parade route as the soldiers marched off to fight in the Korean war.,090.tif,military,,
coh6-25-1951,Canyon of Hero Marker,40.7075996,-74.0117035,6,25,1951,GALO PLAZA LASSO# NATIVE NEW YORKER AND PRESIDENT OF ECUADOR,President Plaza was born in New York City at the Hotel Marlton# 5 West 8th Street# in 1906# while his father was serving as minister to the U.S.  A liberal democrat and an expert in mechanized agriculture# Plaza was Ecuador's first constitutionally elected president in 28 years to complete his term.,091.tif,foreigndignitaries,,
coh9-17-1951,Canyon of Hero Marker,40.7076988,-74.0119019,9,17,1951,SIR DENYS LOWSON# 623RD LORD MAYOR OF LONDON,Sir Denys came to New York after visiting seven countries on a goodwill tour arranged in connection with the Festival of Britain.,092.tif,foreigndignitaries,,
coh9-28-1951,Canyon of Hero Marker,40.7075996,-74.0117035,9,28,1951,ALCIDE DE GASPERI# PREMIER OF ITALY,In remarks at City Hall following his ticker-tape reception# his second (see no. 61)# De Gasperi urged the U.S. to help ease over population in Italy by reducing immigration restrictions.,093.tif,foreigndignitaries,,
coh10-8-1951,Canyon of Hero Marker,40.7076988,-74.0118027,10,8,1951,NEW YORK NATIONAL GUARD'S 165TH INFANTRY REGIMENT ON ITS CENTENNIAL,"The regiment# formed as the 69th Infantry of the New York State Militia on October 12# 1851# won fame as the ""Fighting 69th."" It became the 165th Infantry in 1917.",,military,,
coh10-29-1951,Canyon of Hero Marker,40.707901,-74.0114975,10,29,1951,50 WOUNDED UNITED NATIONS VETERANS OF THE KOREAN WAR,"Injured soldiers from 19 nations toured the country under the sponsorship of the U.S. Defense Department ""to foster understanding of the United Nations effort to resist communist aggression in Korea.""",095.tif,military,,
coh11-13-1951,Canyon of Hero Marker,40.707901,-74.0117035,11,13,1951,WOMEN IN THE ARMED SERVICES,The U.S. Defense Department asked the city to stage a parade dramatizing the need for 72#000 women recruits in all service branches. Forty women signed up at the City Hall ceremony.,096.tif,military# ushistory,,
coh1-17-1952,Canyon of Hero Marker,40.7080002,-74.0113983,1,17,1952,CAPT. HENRIK KURT CARLSEN FOR HIS HEROIC ATTEMPT TO SAVE HIS SINKING SHIP# THE S.S. FLYINGENTERPRISE,Carlsen spent 12 days aboard his doomed vessel to prevent it being claimed for salvage by another ship. He was finally persuaded to abandon ship just 40 minutes before it sank off Lizard Point# the southernmost tip of England. The city built a model of the ship's bow on the steps of City Hall to honor the captain# a native of Elsinore# Denmark# and a resident of Woodbridge# New Jersey.,,ushistory,,
coh4-7-1952,Canyon of Hero Marker,40.7080002,-74.0115967,4,7,1952,JULIANA# QUEEN OF THE NETHERLANDS# AND PRINCE BERNHARD,During their busy day in the city# the royal couple stopped at St. Martin's Episcopal Church at 122nd Street and Lenox Avenue in Harlem# where they were greeted by a crowd estimated at 7#500.,098.tif,foreigndignitaries,,
coh5-14-1952,Canyon of Hero Marker,40.7080002,-74.0113983,5,14,1952,MAYORS OF 250 CITIES ATTENDING THE 20TH ANNUAL U.S. CONFERENCE OF MAYORS,"Public officials from 250 cities heard the president of their organization blast Congress for having ""failed completely"" to provide for a civil defense program. They feared that an atomic attack could result in as many as 7.5 million casualties.",099.tif,foreigndignitaries,,
coh7-7-1952,Canyon of Hero Marker,40.7080994,-74.0114975,7,7,1952,U.S. OLYMPIC TEAM SEND-OFF TO THE HELSINKI GAMES,The American team went on to win 75 medals in the international contest# the most of any nation. The second-place Russian team# competing for the first time since 1912# won 68 medals.,100.tif,sports,,
coh7-18-1952,Canyon of Hero Marker,40.7080002,-74.0113983,7,18,1952,COMMODORE HARRY MANNING# CHIEF ENGINEER WILLIAM KAISER# AND CREW OF THE S.S. UNITED STATES FOR SETTING A NEW TRANSATLANTIC SPEED RECORD,Despite charges of a government  boondoggle# the U.S. subsidized construction of the 2#000-passenger ocean liner on the premise that it could be converted to a troop ship in wartime. The luxurious super-liner broke the transatlantic speed record that had been held by the Queen Mary since 1938. This was Captain Manning's second ticker-tape parade; the first# (see no. 30) in 1929# honored him for rescuing the Italian freighter Florida.,101.tif,ushistory,,
coh12-18-1952,Canyon of Hero Marker,40.7080994,-74.0114975,12,18,1952,LT. GEN. WILLIS D. CRITTENBERGER# RETIRING COMMANDER OF THE FIRST ARMY,General Crittenberger directed 326 days of continuous combat in Italy during World War II and forced the unconditional surrender of the German Ligurian Army.,102.tif,military,,
coh1-30-1953,Canyon of Hero Marker,40.7080994,-74.0112991,1,30,1953,VICE ADM. WALTER S. DELANY# COMMANDER OF THE NAVY'S EASTERN SEA FRONTIER AND THE ATLANTIC RESERVE FLEET,Mayor Vincent Impellitteri saluted the 62-year-old Pennsylvanian for his 45 years of honorable service# and especially his four and a half years in New York# the longest tour of duty he ever had in one port.,103.tif,military,,
coh4-3-1953,Canyon of Hero Marker,40.7081985,-74.0114975,4,3,1953,METROPOLITAN NEW YORK COMBAT CONTINGENT# THE FIRST U.S. ARMY TROOPS TO RETURN FROM THE KOREAN WAR,After fighting for a year in Korea# the 351 G.I.'s from New York and New Jersey had 20 minutes for an emotional reunion with their families before they paraded up Broadway to City Hall.,104.tif,military,,
coh4-24-1953,Canyon of Hero Marker,40.7080994,-74.0112991,4,24,1953,GEN. JAMES A. VAN FLEET# RETIRED COMMANDER OF THE UNITED NATIONS GROUND TROOPS IN KOREA,The ticker-tape parade planned in 1950 for Van Fleet# after he helped Greece defeat a communist revolution# had been rained out. This time# the weather cooperated. The four-star general died at age 100 in 1992.,105.tif,military,,
coh5-26-1953,Canyon of Hero Marker,40.7081985,-74.0113983,5,26,1953,NEW YORK CITY DEPARTMENTS AND UNITS OF THE ARMED SERVICES TO COMMEMORATE THE 150TH ANNIVERSARY OF THE LAYING OF THE CORNERSTONE FOR CITY HALL,"Jenney# a small donkey borrowed from the Bronx Zoo# hauled a replica of the cornerstone into place. Her performance was reported as ""reluctant but adequate.""",,ushistory,,
coh7-21-1953,Canyon of Hero Marker,40.7081985,-74.0112991,7,21,1953,BEN HOGAN# BRITISH OPEN CHAMPION,"The man known as the ""golfing machine"" was visibly moved by the parade and City Hall ceremony. In 1953# he won both the British and U.S. Open tournaments as well as the Masters. His triumphs were all the more remarkable in view of a 1949 automobile accident—he had suffered injuries so severe that doctors gave him little chance of ever walking again. He died in 1997.",107.tif,sports,,
coh10-1-1953,Canyon of Hero Marker,40.7083015,-74.0113983,10,1,1953,JOSE ANTONIO REMON# PRESIDENT OF PANAMA,Remon was assassinated at a racetrack in Panama on January 2# 1955.,108.tif,foreigndignitaries,,
coh10-20-1953,Canyon of Hero Marker,40.7083015,-74.0112991,10,20,1953,GENERAL MARK W. CLARK# RETIRING COMMANDER OF U.S. FORCES IN THE FAR EAST,"The four-star general said he had returned home from his third war# in Korea# ""with feelings of misgiving … I was the first American commander to put his signature to a paper ending a war when we did not win it.""",109.tif,military,,
coh10-26-1953,Canyon of Hero Marker,40.7083015,-74.0112991,10,26,1953,MAJ. GEN. WILLIAM F. DEAN# HERO OF TAEJON AND PRISONER OF WAR FOR THREE YEARS DURING THE KOREAN WAR,"""Get it out of your heads that I'm a hero. I'm not. I'm just a dog-faced soldier#"" Dean told reporters after being freed from captivity. New Yorkers disagreed and gave him a rousing ovation.",110.tif,military,,
coh11-2-1953,Canyon of Hero Marker,40.7084007,-74.0112991,11,2,1953,PAUL I AND FREDERIKA# KING AND QUEEN OF GREECE,"The city always made an extra effort to welcome royalty. For the Greek visitors# an aviator wrote ""zito"" (""long life"") in the sky. Later in the day# Frederika was reunited with Mr. Edward P. Kelly# whom she had met during World War II on an airplane flight. The queen# her country then occupied by the Germans# was crying# and Mr. Kelly# unaware of her identity# befriended her.",111.tif,foreigndignitaries,,
coh11-5-1953,Canyon of Hero Marker,40.7083015,-74.0111008,11,5,1953,LT. GEN. JAMES H. DOOLITTLE AND MARCHING UNITS FROM THE ARMED FORCES IN OBSERVANCE OF THE 50TH ANNIVERSARY OF POWERED FLIGHT,President Eisenhower appointed Doolittle to coordinate celebrations throughout the U.S. commemorating the 50th anniversary of Wilbur and Orville Wright's 1903 airplane flight at Kitty Hawk# North Carolina.,,aviation,,
coh12-21-1953,Canyon of Hero Marker,40.7084007,-74.0112,12,21,1953,144 CONVALESCING KOREAN WAR VETERANS FROM THE NEW YORK METROPOLITAN AREA,The New York Journal American and affiliated Hearst Newspapers arranged for the ticker-tape parade and a luncheon at the Waldorf-Astoria for the wounded soldiers. They also presented each veteran with $200 worth of Christmas presents and checks to cover personal expenses. The veterans' parade was the last hurrah for Grover Whalen# who had been the city's official greeter since 1919. Mayor Robert F. Wagner named Richard C. Patterson Jr. to the unsalaried position on January 1# 1954.,,military,,
coh2-1-1954,Canyon of Hero Marker,40.7084007,-74.0111008,2,1,1954,CELAL BAYAR# PRESIDENT OF TURKEY,"Bayar assured potential American investors that Turkey was ""solidly devoted to capitalism and private enterprise# ‘the best system.' "" Bayar served as president from 1950 until his ouster by a military coup in 1960. Though condemned to death# Bayar had his sentence commuted to life in prison# and after three years he was released because of poor health. He lived another two decades# dying at age 104 in 1986.",,foreigndignitaries,,
coh3-31-1954,Canyon of Hero Marker,40.7084999,-74.0112,3,31,1954,4#000 NEW YORK CITY FIREMEN IN OBSERVANCE OF FIREMEN'S DAY,Antique apparatus in the parade included an 1820 pump and a hose reel of 1810 pulled by firemen dressed in old-fashioned red shirts and helmets.,,ushistory,,
coh4-22-1954,Canyon of Hero Marker,40.7084999,-74.0110016,4,22,1954,"VETERANS OF THE 45TH ""THUNDERBIRD"" INFANTRY DIVISION ON THEIR RETURN FROM THE KOREAN WAR","The ""Thunderbird"" division# which went into action in Korea during the Inchon landing in December 1951# engaged in combat for 429 days.",,military,,
coh6-1-1954,Canyon of Hero Marker,40.7085991,-74.0111008,6,1,1954,HAILE SELASSIE# EMPEROR OF ETHIOPIA,Selassie described himself as a direct descendant of King Solomon and the Queen of Sheba. During his reign# he established a national assembly and ended the practice of slavery. Army officers deposed him in a 1974 coup# and in 1975 he was murdered in prison.,,foreigndignitaries,,
coh7-26-1954,Canyon of Hero Marker,40.7084999,-74.0110016,7,26,1954,GENEVIÈVE DE GALARD-TERRAUBE# A NURSE KNOWN AS THE ANGEL OF DIENBIENPHU FOR STAYING WITH WOUNDED FRENCH SOLDIERS IN VIETNAM,On May 7# 1954# after a 56-day siege# 49#000 soldiers of the communist Viet Minh surrounded and captured 13#000 French troops garrisoned at Dienbienphu# a military base in a remote corner of northwest Vietnam. This defeat signaled the end of French power in Indochina. Lt. Geneviève de Galard-Terraube# a nurse and pilot# was the only woman in the garrison. She spent 17 days as a prisoner# refusing to leave until the transfer of French wounded was complete. After her release# she confirmed that she had sent birthday greetings to Viet Minh leader Ho Chi Minh at the request of her captors because she feared refusal would endanger the wounded soldiers. She wrote a second time to thank him for her own liberation. Lt. de Galard-Terraube was the third foreigner ever officially invited by Congress and the president to visit the U.S. (the others were the Marquis de Lafayette in 1824 and the Hungarian patriot Louis Kossuth in 1851).,118.tif,military,,
coh8-2-1954,Canyon of Hero Marker,40.7085991,-74.0109024,8,2,1954,SYNGMAN RHEE# PRESIDENT OF SOUTH KOREA,Harvard-educated Rhee became the first president of the republic in 1948. Student-led demonstrations protesting government corruption forced him from office in May 1960.,,foreigndignitaries,,
coh9-27-1954,Canyon of Hero Marker,40.7086983,-74.0110016,9,27,1954,NEW YORK GIANTS# NATIONAL LEAGUE CHAMPIONS,"Club manager Leo Durocher singled out center fielder and league batting champion Willie Mays as ""the greatest player I have ever laid eyes on."" Though given only a slim chance of beating the Cleveland Indians# the Giants swept the series in four games.",120.tif,sports,,
coh10-28-1954,Canyon of Hero Marker,40.7085991,-74.0109024,10,28,1954,WILLIAM V. S. TUBMAN# PRESIDENT OF LIBERIA,"Tubman served as president from 1944 to 1971. During his New York City visit# the African leader predicted that one day all the races of mankind ""will be integrated and love and peace and happiness and respect one for the other will dominate the human family.""",,foreigndignitaries,,
coh11-19-1954,Canyon of Hero Marker,40.7088013,-74.0110016,11,19,1954,LT. GEN. WITHERS A. BURRESS# RETIRING COMMANDER OF THE FIRST ARMY,Burress saw action in France during World War I and commanded the 100th Infantry Division in Europe during World War II.,,military,,
coh1-31-1955,Canyon of Hero Marker,40.7086983,-74.0109024,1,31,1955,PAUL EUGENE MAGLOIRE# PRESIDENT OF HAITI,The exceptionally corrupt Haitian leader was ousted in 1956.,,foreigndignitaries,,
coh3-1-1955,Canyon of Hero Marker,40.7088013,-74.0106964,3,1,1955,NEW YORK CHAPTER OF THE AMERICAN RED CROSS TO KICK OFF THEIR 1955 FUNDRAISING CAMPAIGN,The national goal was $85#000#000# and NewYork City had the largest quota# $5#730#000.,,ushistory,,
coh4-15-1955,Canyon of Hero Marker,40.7089005,-74.0108032,4,15,1955,3#000 NEW YORK CITY FIREMEN IN OBSERVANCE OF FIREMEN'S DAY,More than 3#000 firemen marched in the parade# accompanied by antique and modern fire-fighting apparatus.,,ushistory,,
coh8-11-1955,Canyon of Hero Marker,40.7089005,-74.0106964,8,11,1955,ORDER OF THE KNIGHTS OF PYTHIAS,"The pageantry of old Persia found its way to lower Broadway in a parade of 2#000 merrymaking members of the fraternal order. The men# who were known as ""Dokeys"" (Dramatic Order# Knights of Khorassan) wore ""Arabian"" costumes and the women# called ""Nomads"" (Nomads of Avrudakah)# wore ""Indian"" dress. Founded in 1864# the Knights of Pythias was the first American fraternal organization chartered by an Act of Congress.",,foreigndignitaries,,
coh11-4-1955,Canyon of Hero Marker,40.7089996,-74.0108032,11,4,1955,CARLOS CASTILLO ARMAS# PRESIDENT OF GUATEMALA,In June 1954# a U.S.-backed revolution against a left wing government put Castillo Armas in power. He was assassinated in 1957.,,foreigndignitaries,,
coh12-9-1955,Canyon of Hero Marker,40.7089005,-74.0105972,12,9,1955,LUIS BATLLE-BERRES# PRESIDENT OF URUGUAY,"In New York City# the Uruguayan leader said he was ""determined that the evil seed of communism"" should not flourish in his country.",,foreigndignitaries,,
coh3-12-1956,Canyon of Hero Marker,40.7089996,-74.0108032,3,12,1956,GIOVANNI GRONCHI# PRESIDENT OF ITALY,Gronchi served in the largely ceremonial post of president from 1955 until 1962.,,foreigndignitaries,,
coh5-23-1956,Canyon of Hero Marker,40.7089996,-74.0105972,5,23,1956,SUKARNO# PRESIDENT OF INDONESIA,Sukarno became Indonesia's first leader after independence from the Netherlands in 1945. He proclaimed himself president-for-life in 1963# but was deposed in a military takeover by General Suharto in 1965.,,foreigndignitaries,,
coh8-30-1956,Canyon of Hero Marker,40.7090988,-74.0106964,8,30,1956,3#000 VOLUNTEER FIREMEN ATTENDING THE 84TH ANNUAL CONVENTION OF THE NEW YORK STATE FIREMEN'S ASSOCIATION,"The volunteer firemen were known as ""Vamps#"" after vamps# the brightly colored socks they had worn in bucket-passing days.",,ushistory,,
coh5-2-1957,Canyon of Hero Marker,40.7089996,-74.0105972,5,2,1957,62 U.S. NAVY AND MARINE VETERANS OF WORLD WAR II AND THE KOREAN WAR,Fleet Admirals William F. Halsey and Chester W. Nimitz were among those honored at the parade and reception. In his remarks# Mayor Wagner pointed out that the Navy had stationed men in New York City since at least the 1801 opening of the Brooklyn Navy Yard.,,military,,
coh5-13-1957,Canyon of Hero Marker,40.7092018,-74.0103989,5,13,1957,NGO DINH DIEM# PRESIDENT OF SOUTH VIETNAM,Diem became president in 1955 and served until 1963 when he was murdered by a group of dissident generals.,133.tif,foreigndignitaries,,
coh7-2-1957,Canyon of Hero Marker,40.709301,-74.0102997,7,2,1957,CAPT. ALAN J. VILLIERS AND THE CREW OF THE REPLICA SHIP MAYFLOWER II,Felix# the ship's cat (carried by sailor Andrew Anderson-Bell) is the only feline known to have marched in a ticker-tape parade. The Mayflower II was a full-scale reproduction of the type of early 17th-century vessel that brought the pilgrims to America. Its builders used historically accurate materials# including English oak timbers# linen canvas sails# and true hemp rope. The Mayflower II sailed from Plymouth# England# to Plymouth# Massachusetts# in 54 days; the original Mayflower took 67 days to cross the Atlantic in 1620.,134.tif,ushistory,,
